id	name	neighborhood	cuisine_type	pricing_tier	menu_tier	menu_price_range	menu_del_dia_confirmed	website	phone	address_full	postal_code	google_maps_rating	google_maps_review_count	notes	status	last_verified
329	RAMBLA 92	Eixample	Mediterranean	mid-range	likely		FALSE			Rambla de Catalunya, 92	08008	4.3	900		active	2026-03-22
330	Barcelona Steak House	Eixample	Spanish	premium	none		FALSE	https://thesteakhousebcn.com/	+34 933178979	C/ de Còrsega, 250	08036	4.4	1500		active	2026-03-22
331	Little India	Eixample	Indian	budget	confirmed	9-12€	TRUE			C/ de la Diputació, 180	08011	4.2	600		active	2026-03-22
332	Gandhi	Eixample	Indian	mid-range	confirmed	11-14€	TRUE	https://gandhibcn.com/	+34 933010169	C/ de Mallorca, 244	08008	4.1	1200		active	2026-03-22
333	Jardinet d'Aribau	Eixample	Mediterranean	mid-range	confirmed	14-18€	TRUE	https://jardinetaribau.com/	+34 613012610	C/ d'Aribau, 75	08036	4.3	2000		active	2026-03-22
334	Windsor	Eixample	Catalan	premium	none		FALSE	https://restaurantwindsor.com/	+34 932377588	C/ de Còrsega, 286	08008	4.5	3000	Refined Catalan cuisine. Special occasion.	active	2026-03-22
335	Speakeasy	Eixample	Mediterranean	premium	none		FALSE	https://drymartiniorg.com/	+34 932175072	C/ d'Aribau, 162	08036	4.4	1800	Hidden restaurant behind Dry Martini bar	active	2026-03-22
336	La Tartería	Eixample	Café	mid-range	none		FALSE			C/ de Muntaner, 67	08011	4.5	400		active	2026-03-22
337	Can Pizza Universidad	Eixample	Italian	budget	likely		FALSE	https://canpizza.com/	+34 933016839	Pl. de la Universitat, 4	08007	4.2	2000	CHAIN - Multiple locations	active	2026-03-22
338	Lasarte	Eixample	Basque	premium	none		FALSE	https://restaurantlasarte.com/	+34 934453242	C/ de Mallorca, 259	08008	4.7	1500	3 Michelin stars. Chef Martín Berasategui.	active	2026-03-22
339	Alkimia	Eixample	Catalan	premium	none		FALSE	https://alkimia.cat/	+34 932076115	Ronda de Sant Antoni, 41	08011	4.5	900	1 Michelin star. Modern Catalan cuisine.	active	2026-03-22
340	Xerta Restaurant	Eixample	Mediterranean	premium	none		FALSE			C/ de Còrsega, 289	08008	4.6	600	1 Michelin star. Terres de l'Ebre cuisine.	active	2026-03-22
341	Hisop	Eixample	Mediterranean	premium	none		FALSE	https://hisop.com/	+34 932418233	Passatge de Marimon, 9	08021	4.5	700	1 Michelin star.	active	2026-03-22
342	Enigma by Albert Adrià	Eixample	Mediterranean	premium	none		FALSE			C/ del Consell de Cent, 385	08009	4.6	500	By Albert Adrià. Tasting menu only.	active	2026-03-22
343	Cervecería Catalana 2	Eixample	Spanish	mid-range	likely		FALSE	https://cerveceriacatalana.com/	+34 932160368	C/ de Provença, 236	08008	4.2	3000		active	2026-03-22
344	Bar Mut	Eixample	Mediterranean	mid-range	likely		FALSE	https://barmut.com/	+34 932174338	C/ de Pau Claris, 192	08037	4.4	2500		active	2026-03-22
345	La Bodegueta	Eixample	Spanish	mid-range	likely		FALSE	https://labodegueta.cat/	+34 932154894	Rambla de Catalunya, 100	08008	4.2	1500		active	2026-03-22
346	Can Kenji	Eixample	Japanese	mid-range	confirmed	15-18€	TRUE			C/ del Rosselló, 325	08037	4.5	800		active	2026-03-22
347	Somiatruites	Eixample	Mediterranean	mid-range	confirmed	12-14€	TRUE			C/ del Consell de Cent, 184	08011	4.3	600		active	2026-03-22
348	El Rincón Maya	Eixample	Mexican	budget	confirmed	10-12€	TRUE			C/ de València, 183	08011	4.4	500		active	2026-03-22
349	Teresa Carles	Eixample	Vegetarian/Vegan	mid-range	confirmed	14-16€	TRUE	https://teresacarles.com/	+34 933171829	C/ de Jovellanos, 2	08001	4.4	3500	Pioneer of vegetarian dining in Barcelona	active	2026-03-22
350	Elisabets	El Raval	Spanish	budget	confirmed	11-13€	TRUE		+34 933175826	C/ d'Elisabets, 2	08001	4.3	2000	Since 1962. Traditional Catalan daily menu.	active	2026-03-22
351	78|33	El Raval	Mediterranean	mid-range	confirmed	14-17€	TRUE			C/ de Ferlandina, 29	08001	4.5	600	One of Raval's best. Local seasonal cuisine.	active	2026-03-22
352	Palosanto Tapas Bar	El Raval	Spanish	mid-range	likely		FALSE	https://palosantotapasbar.com/		Rambla del Raval, 26	08001	4.3	800		active	2026-03-22
353	Güell Tapas	El Raval	Spanish	budget	likely		FALSE	https://guelltapas.com/	+34 933015558	C/ Nou de la Rambla, 20	08001	4.1	1500		active	2026-03-22
354	Gats	El Raval	Mediterranean	mid-range	confirmed	13-15€	TRUE			C/ del Carme, 28	08001	4.2	600		active	2026-03-22
355	Bar Pinotxo	El Raval	Spanish	mid-range	likely		FALSE	https://pinotxobar.com/	+34 933171731	La Boqueria, Pl. 66-67	08001	4.5	5000	Iconic Boquería market bar since 1940	active	2026-03-22
356	Koy Shunka	El Raval	Japanese	premium	none		FALSE	https://koyshunka.com/	+34 934127939	C/ de Copons, 7	08002	4.6	1000	1 Michelin star. Japanese haute cuisine.	active	2026-03-22
357	Bar Lobo	El Raval	Mediterranean	mid-range	likely		FALSE	https://grupotragaluz.com/restaurante/bar-lobo/	+34 934813346	C/ del Pintor Fortuny, 3	08001	4.1	2000		active	2026-03-22
358	Biblioteca	El Raval	Mediterranean	mid-range	confirmed	13-16€	TRUE			C/ de la Junta de Comerç, 28	08001	4.3	500		active	2026-03-22
359	La Boqueria Market Stalls	El Raval	Other	budget	none		FALSE	https://boqueria.barcelona/	+34 934132303	La Rambla, 91	08001	4.3	20000	Market. Multiple food stalls and bars.	active	2026-03-22
360	Sesamo	El Raval	Vegetarian/Vegan	budget	confirmed	10-12€	TRUE			C/ de Sant Antoni Abat, 52	08001	4.3	600		active	2026-03-22
361	Quimet & Quimet	Poble Sec	Spanish	mid-range	likely		FALSE	https://www.quimetquimet.com/	+34 934423142	C/ del Poeta Cabanyes, 25	08004	4.5	4000	Legendary tapas bar. Standing only. Montaditos.	active	2026-03-22
362	Bar Seco	Poble Sec	Mediterranean	mid-range	likely		FALSE			Pg. de Montjuïc, 74	08038	4.3	800		active	2026-03-22
363	Al Bistró	Poble Sec	Mediterranean	mid-range	confirmed	13-15€	TRUE			C/ de Blai, 56	08004	4.3	600		active	2026-03-22
364	La Tomaquera	Poble Sec	Catalan	budget	confirmed	11-13€	TRUE	https://latomaquera.cat/	+34 675902389	C/ de Margarit, 58	08004	4.3	1800	Traditional Catalan cuisine. Grilled meats.	active	2026-03-22
365	Bodega Saltó	Poble Sec	Spanish	budget	likely		FALSE			C/ de Blesa, 36	08004	4.2	800	Eclectic bar since 1960s	active	2026-03-22
366	La Bella Napoli	Poble Sec	Italian	mid-range	likely		FALSE	https://labellanapoli.es/	+34 934426056	C/ de Margarit, 14	08004	4.4	1500		active	2026-03-22
367	Federal Café Poble Sec	Poble Sec	Café	mid-range	none		FALSE	https://federalcafe.es/	+34 934334551	C/ del Parlament, 39	08015	4.3	2000	Australian-style brunch café	active	2026-03-22
368	Palo Cortao	Poble Sec	Spanish	mid-range	likely		FALSE			C/ de Nou de la Rambla, 146	08004	4.5	1000	Andalusian gastrobar	active	2026-03-22
369	Can Paixano (La Xampanyeria)	Barceloneta	Spanish	budget	likely		FALSE	https://canpaixano.com/	+34 933100839	C/ de la Reina Cristina, 7	08003	4.3	8000	Legendary cava bar since 1969. Budget sandwiches and cava.	active	2026-03-22
370	Kaiku	Barceloneta	Mediterranean	mid-range	likely		FALSE	http://restaurantkaiku.cat/	+34 932219082	Pl. del Mar, 1	08003	4.3	2500	Beachside dining. Rice dishes.	active	2026-03-22
371	Vaso de Oro	Barceloneta	Spanish	budget	likely		FALSE	https://vasodeoro.com/	+34 933193098	C/ de Balboa, 6	08003	4.4	4000	Classic tapas bar. Draft beer.	active	2026-03-22
372	El Chiringuito de la Barceloneta	Barceloneta	Seafood	mid-range	likely		FALSE	https://elchiringuito.com/	+34 932258018	Pg. Marítim, 30	08003	4.0	2000	Beachside restaurant	active	2026-03-22
373	Salamanca	Barceloneta	Seafood	mid-range	likely		FALSE	https://restaurantesalamanca.es/	+34 932213033	C/ de l'Almirall Cervera, 34	08003	4.0	3000	Traditional seafood since 1960	active	2026-03-22
374	1881 per Sagardi	Barceloneta	Basque	premium	none		FALSE	https://www.sagardi.com/1881/	+34 932212185	Pl. de Pau Vila, 3	08003	4.2	2000	In Museum of History. Basque cuisine with sea views.	active	2026-03-22
375	Gilda by Belgious	Barri Gòtic	Other	mid-range	none		FALSE	https://gildabcn.com/	+34 933176454	C/ Ample, 34	08002	4.5	1500	Belgian-Spanish fusion. Savory ice creams.	active	2026-03-22
376	Tapas del Gòtic	Barri Gòtic	Spanish	mid-range	likely		FALSE			C/ de Montsió, 5	08002	4.2	1200		active	2026-03-22
377	Mercer Restaurant	Barri Gòtic	Mediterranean	premium	none		FALSE			C/ dels Lledó, 7	08002	4.5	800		active	2026-03-22
378	Granja Dulcinea	Barri Gòtic	Café	budget	none		FALSE		+34 933026824	C/ de Petritxol, 2	08002	4.3	5000	Since 1940s. Churros and hot chocolate.	active	2026-03-22
379	Los Caracoles	Barri Gòtic	Catalan	mid-range	likely		FALSE	https://loscaracoles.es/	+34 933912041	C/ dels Escudellers, 14	08002	4.0	8000	Since 1835. Famous for rotisserie chicken.	active	2026-03-22
380	Agut	Barri Gòtic	Catalan	mid-range	confirmed	15-18€	TRUE	http://www.restaurantagut.com/	+34 933151709	C/ d'en Gignàs, 16	08002	4.4	1200	Traditional Catalan cuisine since 1924	active	2026-03-22
381	Cal Pep	El Born	Spanish	mid-range	likely		FALSE	https://calpep.com/	+34 933107961	Pl. de les Olles, 8	08003	4.4	5000	Legendary tapas. Counter service.	active	2026-03-22
382	Passadís del Pep	El Born	Seafood	premium	none		FALSE	https://passadis.com/	+34 933101021	Pl. del Palau, 2	08003	4.4	2000	Hidden restaurant. No menu. Chef chooses.	active	2026-03-22
383	Llamber	El Born	Mediterranean	mid-range	likely		FALSE	https://llamber.com/	+34 933196250	C/ de la Fusina, 5	08003	4.4	1800	Contemporary Catalan cuisine	active	2026-03-22
384	Picnic	El Born	Mediterranean	mid-range	confirmed	13-15€	TRUE			C/ del Comerç, 1	08003	4.3	800		active	2026-03-22
385	Tantarantana	El Born	Mediterranean	mid-range	confirmed	14-16€	TRUE			C/ de Tantarantana, 24	08003	4.4	600		active	2026-03-22
386	El 58	Poblenou	Spanish	mid-range	likely		FALSE	https://el58.es/	+34 933191658	Rambla del Poblenou, 58	08005	4.4	3000	Classic Poblenou tapas. Creative dishes.	active	2026-03-22
387	Batea	Poblenou	Seafood	mid-range	likely		FALSE		+34 933 214 501	Rambla del Poblenou, 16	08005	4.3	1200		active	2026-03-22
388	Atipical	Poblenou	Mediterranean	mid-range	confirmed	13-16€	TRUE			C/ de Llull, 259	08005	4.5	800		active	2026-03-22
389	Superlocal	Poblenou	Mediterranean	mid-range	likely		FALSE			C/ de Pere IV, 168	08005	4.4	500	Sustainability-focused	active	2026-03-22
390	Can Dennís	Poblenou	Catalan	budget	confirmed	11-13€	TRUE			C/ de Pasqual de Gaiola, 5	08005	4.3	600	Traditional neighborhood restaurant	active	2026-03-22
391	La Pubilla del Poblenou	Poblenou	Catalan	mid-range	confirmed	12-14€	TRUE			C/ de Marià Aguiló, 149	08005	4.2	400		active	2026-03-22
392	Parking Pizza	Poblenou	Italian	budget	likely		FALSE	https://parkingpizza.com/	+34 937102363	C/ de Llull, 72	08005	4.3	2000	Craft beer and pizza	active	2026-03-22
393	Intrèpid de Gràcia	Gràcia	Mediterranean	mid-range	confirmed	14-16€	TRUE			C/ del Torrent de l'Olla, 176	08012	4.4	611		active	2026-03-22
394	L'olla del Torrent	Gràcia	French	budget	likely		FALSE			C/ del Torrent de l'Olla, 106	08012	4.4	500	Creperie	active	2026-03-22
395	Bar Alegría Gràcia	Gràcia	Spanish	mid-range	likely		FALSE	https://baralegriarestaurante.com/	+34 934152078	C/ del Torrent de l'Olla, 77	08012	4.1	2574		active	2026-03-22
396	Pepa Tomate	Gràcia	Mediterranean	mid-range	confirmed	13-15€	TRUE	https://www.pepatomategrup.com/	+34 932104698	Pl. de la Revolució, 15	08012	4.4	1500		active	2026-03-22
397	Botafumeiro	Gràcia	Seafood	premium	none		FALSE	https://botafumeiro.es/	+34 932184230	C/ Gran de Gràcia, 81	08012	4.3	4000	Premium Galician seafood since 1975	active	2026-03-22
398	La Llar dels Orígens	Gràcia	Catalan	mid-range	confirmed	12-14€	TRUE			C/ de Ramon y Cajal, 12	08012	4.3	500		active	2026-03-22
399	Ipar-Txoko	Gràcia	Basque	mid-range	likely		FALSE			C/ de Mozart, 22	08012	4.5	800	Basque cuisine and pintxos	active	2026-03-22
400	Café del Sol	Gràcia	Mediterranean	mid-range	likely		FALSE	https://cafedelsol.cat/	+34 934156863	Pl. del Sol, 16	08012	4.0	1800		active	2026-03-22
401	Chivuo's	Gràcia	Gastropub	budget	none		FALSE	https://chivuos.com/	+34 936670145	C/ de Torrijos, 30	08012	4.5	1500	Best burgers in Gràcia. Craft beer.	active	2026-03-22
402	Lolita Tapería	Sant Antoni	Spanish	mid-range	likely		FALSE	https://lolitataperia.com/	+34 934245231	C/ de Tamarit, 104	08015	4.3	2000		active	2026-03-22
403	Tarannà	Sant Antoni	Mediterranean	mid-range	confirmed	13-16€	TRUE			C/ de Viladomat, 23	08015	4.4	600		active	2026-03-22
404	La Flauta del Paralelo	Sants	Spanish	mid-range	confirmed	13-15€	TRUE	https://laflautagroup.com/	+34 934414133	Av. del Paral·lel, 32	08001	4.3	1500		active	2026-03-22
405	Bar Calders	Sant Antoni	Mediterranean	mid-range	likely		FALSE	https://barcalders.cat/	+34 933299349	C/ del Parlament, 25	08015	4.3	2500	Great vermouth bar. Terrace on Parlament.	active	2026-03-22
406	Cervecería Naviera	Les Corts	Spanish	mid-range	likely		FALSE			Av. Diagonal, 534	08029	4.2	1200		active	2026-03-22
407	Vivanda	Sarrià-Sant Gervasi	Catalan	mid-range	likely		FALSE	https://vivanda.cat/	+34 932031918	C/ Major de Sarrià, 134	08017	4.5	1500	Jordi Vila. Seasonal Catalan cuisine. Terrace.	active	2026-03-22
408	Tram-Tram	Sarrià-Sant Gervasi	Catalan	premium	none		FALSE			C/ Major de Sarrià, 121	08017	4.4	800	Isma Prados. Contemporary Catalan.	active	2026-03-22
409	El Asador de Aranda	Sarrià-Sant Gervasi	Spanish	mid-range	likely		FALSE	https://asadordearanda.net/	+34 934170115	Av. del Tibidabo, 31	08022	4.3	3000	Castilian roast lamb in Modernista building	active	2026-03-22
410	Via Veneto	Sarrià-Sant Gervasi	Catalan	premium	none		FALSE	https://viavenetobarcelona.com/	+34 932007244	C/ de Ganduxer, 10	08021	4.5	1500	1 Michelin star. Classic fine dining since 1967.	active	2026-03-22
411	Can Travi Nou	Horta-Guinardó	Catalan	mid-range	confirmed	15-18€	TRUE	https://gruptravi.com/ca/can-travi-nou/	+34 934280301	C/ de Jorge Manrique, s/n	08035	4.3	2000	Traditional Catalan masia.	active	2026-03-22
412	Torre de Alta Mar	Barceloneta	Seafood	premium	none		FALSE	https://torredealtamar.com/	+34 932210007	Pg. de Joan de Borbó, 88	08039	4.3	2500	Dining atop the cable car tower. Sea views.	active	2026-03-22
413	Fukamura	Eixample	Japanese	premium	none		FALSE			C/ de Calàbria, 95	08015	4.6	400	Omakase restaurant. New opening.	active	2026-03-23
414	Casa Fiero	Eixample	Spanish	mid-range	likely		FALSE			C/ de Londres, 45	08036	4.4	300	Catalan classics with cocktails.	active	2026-03-23
415	Kay Kebab	Eixample	Turkish	budget	none		FALSE			Pl. del Letamendi, 30	08007	4.5	500	Chef Ismael Alonso. Gourmet kebab.	active	2026-03-23
416	22:22 Cultura Dulce	Eixample	Mexican	mid-range	likely		FALSE			C/ de París, 165	08036	4.6	200	Mexican pastry chef Maite Otegui. Dessert tasting menus.	active	2026-03-23
417	Bar Universal	Eixample	Mediterranean	mid-range	likely		FALSE			C/ d'Aribau, 62	08011	4.3	350		active	2026-03-23
418	New Pause Coffee Bar	Eixample	Café	mid-range	none		FALSE			C/ de Còrsega, 211	08036	4.5	200	Brunch and specialty coffee	active	2026-03-23
419	Artchur	Eixample	Spanish	budget	likely		FALSE			C/ de Muntaner, 61	08011	4.4	300	Gourmet churreria. Sweet and savory.	active	2026-03-23
420	Wondmo	Eixample	Chinese	budget	none		FALSE			C/ de la Diputació, 168	08011	4.3	250	Crispy burgers and biangbiang noodles.	active	2026-03-23
421	Mizzica	Eixample	Italian	mid-range	none		FALSE			C/ d'Enric Granados, 9	08007	4.5	300	Sicilian cuisine	active	2026-03-23
422	Ares Eixample	Eixample	French	mid-range	likely		FALSE			Rambla de Catalunya, 29	08007	4.4	400	French-inspired Mediterranean	active	2026-03-23
423	Babula Bar 1937	Eixample	Spanish	mid-range	likely		FALSE			C/ de Pau Claris, 167	08037	4.3	350	Spanish fusion tapas and comfort food	active	2026-03-23
424	Joséphine	Eixample	Mediterranean	mid-range	likely		FALSE			C/ de Pau Claris, 100	08009	4.2	600		active	2026-03-23
425	Fugaz	Eixample	Mediterranean	mid-range	likely		FALSE			C/ de Mallorca, 170	08036	4.5	200		active	2026-03-23
426	Glug Bar	Eixample	Mediterranean	mid-range	likely		FALSE			C/ de Villadomat, 289	08029	4.4	150	Wine bar with food	active	2026-03-23
427	Birika	Eixample	Mediterranean	mid-range	likely		FALSE			Pg. de Gràcia, 29	08007	4.3	300	Mediterranean food, live music, terrace	active	2026-03-23
428	Parda Steakhouse	Eixample	Spanish	premium	none		FALSE			C/ del Rosselló, 331	08037	4.4	200	Steakhouse with live shows and cocktails	active	2026-03-23
429	Matcha Crew	Eixample	Café	budget	none		FALSE			C/ de València, 418	08013	4.5	400	Matcha-focused café	active	2026-03-23
430	Generation B	Eixample	Café	mid-range	none		FALSE			C/ de Girona, 118	08009	4.4	300	Healthy, gluten and sugar-free	active	2026-03-23
431	Manifest	Eixample	Café	mid-range	none		FALSE			C/ de Castillejos, 285	08025	4.5	250	Specialty coffee and brunch	active	2026-03-23
432	Prima Salvaje	Eixample	Café	mid-range	none		FALSE			C/ de Girona, 181	08025	4.6	200	Sourdough bakery with deli and specialty coffee	active	2026-03-23
433	Melodia	Eixample	Greek	budget	likely		FALSE			C/ dels Enamorats, 77	08013	4.3	150	Greek café-bar	active	2026-03-23
434	Moku	Eixample	Café	budget	none		FALSE			C/ de Provença, 366	08037	4.3	400	Healthy salads and sandwiches, vegan options	active	2026-03-23
435	Cocina Hermanos Torres	Les Corts	Mediterranean	premium	none		FALSE	https://cocinahermanostorres.com/	+34 934100020	C/ del Taquígraf Serra, 20	08029	4.8	1500	2 Michelin stars. Twin chefs. Open kitchen concept.	active	2026-03-23
436	Arrosseria Xàtiva Les Corts	Les Corts	Spanish	mid-range	confirmed	14-17€	TRUE	https://grupxativa.com/	+34 932848502	C/ de Galileu, 96	08028	4.3	2000	Rice dishes and paellas	active	2026-03-23
437	Bar Restaurante Las Corts	Les Corts	Spanish	budget	confirmed	10-12€	TRUE			Travessera de les Corts, 110	08028	4.3	400	Traditional. Near Camp Nou.	active	2026-03-23
438	Can Fusté	Les Corts	Mediterranean	mid-range	likely		FALSE			C/ de Vallespir, 45	08014	4.3	600		active	2026-03-23
439	Manda Huevos	Les Corts	Spanish	mid-range	confirmed	12-14€	TRUE			Travessera de les Corts, 66	08028	4.5	800	Famous Betanzos tortilla	active	2026-03-23
440	El Guajolote	Les Corts	Mexican	mid-range	likely		FALSE			C/ de Galileu, 71	08028	4.4	600	Authentic Mexican	active	2026-03-23
441	El Tap	Les Corts	Gastropub	budget	none		FALSE			Travessera de les Corts, 44	08028	4.2	500	Craft beer and burgers	active	2026-03-23
442	Putxinel·lis	Les Corts	Mediterranean	mid-range	likely		FALSE			C/ de Numància, 90	08029	4.2	300		active	2026-03-23
443	Bodega Brugal	Les Corts	Spanish	mid-range	likely		FALSE			C/ de Galileu, 105	08028	4.3	400		active	2026-03-23
444	Beirut Restaurant	Les Corts	Lebanese	mid-range	likely		FALSE			C/ de Vallespir, 22	08014	4.3	500	Lebanese cuisine	active	2026-03-23
445	9 Reinas Gourmet	Sarrià-Sant Gervasi	Argentine	premium	none		FALSE	https://nuevereinas.com/	+34 933 486 820	Av. Diagonal, 648	08017	4.5	1200	Premium Argentine steakhouse. Angus/Wagyu.	active	2026-03-23
446	Dos Torres	Sarrià-Sant Gervasi	Mediterranean	premium	none		FALSE			Av. Pearson, 2	08034	4.5	1000	Market cuisine in modernist estate	active	2026-03-23
447	El Jardí de l'Abadessa	Sarrià-Sant Gervasi	Mediterranean	mid-range	likely		FALSE	https://jardiabadessa.com/		Av. de Pedralbes, 30	08034	4.3	700	Nature-surrounded dining	active	2026-03-23
448	Crep Nova Pedralbes	Sarrià-Sant Gervasi	Italian	budget	likely		FALSE			C/ del Dr. August Pi i Sunyer, 12	08034	4.2	400		active	2026-03-23
449	Txalaparta	Sants	Basque	mid-range	confirmed	13-16€	TRUE	https://restaurantetxalaparta.com/		C/ de Sants, 210	08028	4.4	800	Basque cuisine. Daily menú with cazuelas and tapas.	active	2026-03-23
450	Tremendo Bar	Sants	Spanish	mid-range	likely		FALSE			C/ de Sants, 150	08028	4.3	600		active	2026-03-23
451	La Nova Farga	Sants	Catalan	mid-range	confirmed	12-14€	TRUE			C/ de la Creu Coberta, 83	08014	4.2	600		active	2026-03-23
452	El Rebost d'Hostafrancs	Sants	Mediterranean	budget	confirmed	10-12€	TRUE	https://elrebostdhostafrancs.com/		Gran Via de les Corts Catalanes, 415	08015	4.4	800	Hidden gem. One of Barcelona's most competitive lunch menus.	active	2026-03-23
453	Café Bar Ernesto	Sants	Spanish	budget	confirmed	10-12€	TRUE			C/ de la Creu Coberta, 62	08014	4.2	400	Family-run. Near Hostafrancs metro.	active	2026-03-23
454	Bar Lola Tapas y Platillos	Sants	Spanish	mid-range	likely		FALSE			Gran Via de les Corts Catalanes, 450	08015	4.3	300		active	2026-03-23
455	Tapaspuma	Sants	Spanish	mid-range	likely		FALSE			Gran Via de les Corts Catalanes, 420	08015	4.2	250		active	2026-03-23
456	Ugarit Sants	Sants	Middle Eastern	mid-range	none		FALSE			C/ de Sants, 105	08014	4.4	400	Syrian cuisine	active	2026-03-23
457	Asador de Lugo	Sants	Spanish	mid-range	confirmed	14-17€	TRUE			C/ de Joan Güell, 45	08028	4.3	500		active	2026-03-23
458	O'Rincón da Terra	Sants	Spanish	mid-range	confirmed	13-15€	TRUE			C/ de Sants, 180	08028	4.2	400	Galician cuisine	active	2026-03-23
459	Bodega Salvat	Sants	Spanish	budget	likely		FALSE			C/ de Galileu, 30	08028	4.1	300		active	2026-03-23
460	La Cuina de l'Avia	Sant Andreu	Catalan	budget	confirmed	11-13€	TRUE			C/ Gran de Sant Andreu, 110	08030	4.3	500		active	2026-03-23
461	El Celler de Sant Andreu	Sant Andreu	Catalan	mid-range	confirmed	14-16€	TRUE			C/ Gran de Sant Andreu, 80	08030	4.4	600		active	2026-03-23
462	Can Joanet	Sant Andreu	Catalan	budget	confirmed	10-12€	TRUE			Pl. del Comerç, 5	08030	4.2	400		active	2026-03-23
463	La Perla del Born	Sant Andreu	Seafood	mid-range	likely		FALSE			C/ Gran de Sant Andreu, 145	08030	4.3	350		active	2026-03-23
464	Bar El Roble	Sant Andreu	Spanish	budget	confirmed	10-11€	TRUE			C/ de Joan Torras, 55	08030	4.1	250		active	2026-03-23
465	Can Maño Nou Barris	Nou Barris	Catalan	budget	confirmed	10-12€	TRUE			C/ de Viladrosa, 35	08042	4.2	300		active	2026-03-23
466	El Mirador de Nou Barris	Nou Barris	Mediterranean	mid-range	likely		FALSE			Pg. de Fabra i Puig, 300	08042	4.1	400		active	2026-03-23
467	Restaurant La Llanterna	Nou Barris	Catalan	budget	confirmed	10-12€	TRUE			C/ de Viladrosa, 80	08042	4.2	250		active	2026-03-23
468	Bar Cal Jordi	Nou Barris	Spanish	budget	confirmed	9-11€	TRUE			C/ de Canyelles, 20	08042	4.0	200		active	2026-03-23
469	Can Travi Vell	Horta-Guinardó	Catalan	mid-range	confirmed	15-18€	TRUE	https://gruptravi.com/	+34 934280301	C/ de Jorge Manrique, 10	08035	4.4	1500	Historic masia. Traditional Catalan cuisine.	active	2026-03-23
470	Restaurant La Masia de Horta	Horta-Guinardó	Catalan	mid-range	confirmed	13-16€	TRUE			C/ de Campoamor, 5	08024	4.3	600		active	2026-03-23
471	El Racó d'en Paco	Horta-Guinardó	Catalan	mid-range	confirmed	12-15€	TRUE			C/ del Carmel, 75	08024	4.2	400		active	2026-03-23
472	Bar La Font	Horta-Guinardó	Spanish	budget	confirmed	10-12€	TRUE			C/ de Dante Alighieri, 30	08032	4.1	300		active	2026-03-23
473	Restaurant La Terrassa del Guinardó	Horta-Guinardó	Mediterranean	mid-range	likely		FALSE			C/ de Mühlberg, 15	08024	4.3	350		active	2026-03-23
474	Ca l'Estevet Sagrada Família	Sagrada Família	Catalan	mid-range	confirmed	13-16€	TRUE			C/ de Padilla, 210	08013	4.3	600		active	2026-03-23
475	El Gran Café Sagrada Família	Sagrada Família	Mediterranean	mid-range	confirmed	12-14€	TRUE			C/ de Sardenya, 250	08013	4.2	500		active	2026-03-23
476	Pizzeria Italiana Sagrada	Sagrada Família	Italian	budget	likely		FALSE			C/ de Marina, 180	08013	4.1	800		active	2026-03-23
477	El Fogón de Sicília	Sagrada Família	Spanish	mid-range	confirmed	12-15€	TRUE			C/ de Sicília, 265	08025	4.3	400		active	2026-03-23
478	Restaurante Marina Alta	Sagrada Família	Mediterranean	mid-range	confirmed	13-15€	TRUE			C/ de Marina, 260	08025	4.2	350		active	2026-03-23
479	La Venta del Born	Clot	Catalan	mid-range	confirmed	13-15€	TRUE			C/ del Clot, 200	08018	4.3	400		active	2026-03-23
480	Bar Restaurant El Triangle	Clot	Spanish	budget	confirmed	10-12€	TRUE			C/ de Mallorca, 550	08026	4.1	300		active	2026-03-23
481	Restaurante El Port	Sant Martí	Seafood	mid-range	likely		FALSE			C/ del Taulat, 10	08019	4.2	500		active	2026-03-23
482	Can Recasens	Sant Martí	Catalan	mid-range	likely		FALSE	https://canrecasens.restaurant/	+34 933008123	Rambla del Poblenou, 102	08005	4.5	800	Historic. Beautiful terrace. Traditional Catalan.	active	2026-03-23
483	Agreste Mar	Sant Martí	Italian	mid-range	likely		FALSE			Pg. Colom, 9	08002	4.5	400	Italo-Catalan. In hotel The Serras. Fresh pasta.	active	2026-03-23
484	LOMBO	Sant Martí	Mediterranean	mid-range	likely		FALSE			C/ de Llull, 330	08019	4.4	300	Chef Eugeni de Diego. Mediterranean roots.	active	2026-03-23
485	Federal Café Gòtic	Barri Gòtic	Café	mid-range	none		FALSE	https://federalcafe.es/	+34 932808171	Passatge de la Pau, 11	08002	4.3	2000	Brunch café	active	2026-03-23
486	Rasoterra	Barri Gòtic	Vegetarian/Vegan	mid-range	confirmed	14-16€	TRUE	https://rasoterra.cat/	+34 933186926	C/ del Palau, 5	08002	4.4	800	Organic vegetarian. Slow food.	active	2026-03-23
487	Flax & Kale Passage	Barri Gòtic	Vegetarian/Vegan	mid-range	likely		FALSE	https://flaxandkale.com/	+34 933175664	C/ de Sant Pere Més Alt, 31-33	08003	4.3	2000	Flexitarian	active	2026-03-23
488	Satan's Coffee Corner	Barri Gòtic	Café	budget	none		FALSE	https://satanscoffee.com/	+34 933668422	C/ de l'Arc de Sant Ramon del Call, 11	08002	4.4	1500	Specialty coffee pioneer	active	2026-03-23
489	Venus Delicatessen	Barri Gòtic	Mediterranean	budget	confirmed	10-12€	TRUE			C/ d'Avinyó, 25	08002	4.2	800		active	2026-03-23
